DVSN,STTN FROM,STTN TO,RR NO.,RR DATE,FNR,P/T,INVC NO.,INVC DATE,CMDT,CNSR,CNSR GSTIN,CNSG,CNSG GSTIN,RLY GSTIN,TAX INVCID,FREIGHT PAID BY,ADVANCE FREIGHT SCHEME,ROUND TRIP TRAFFIC,CHRG WGHT,ACTL WGHT,CHRG CLSS,RATE(Q),BSC FRGT,POL,TOTL FRGT(EXCLUDE GST),IGST,CGST,SGST,UGST,TOTL GST,TDS IGST,TDS CGST,TDS SGST,TDS UGST,TOTL TDS,TDS REGISTRATION NO.,TOTL FRGT(INCLUDE GST),DMRG,P/M,OTHR CHRG CODE,OTHR CHRG AMNT,REBATE CODE,REBATE AMNT,E-PAYID,_source
ADRA,HDCB,BSCS,261017817.0,2026-05-05,26050424948.0,P,39.0,2026-05-05,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051955080040.0,CNSR,N,N,4107.4,4038.3,145A,926.0,3803452.4,0.0,3803453.0,0.0,95086.33,95086.33,0.0,190173.0,0.0,0.0,0.0,0.0,0.0,,3993626.0,0.0,E,,0.0,,0.0,SB00D9801A,Outward Freight Details (4).csv
ADRA,HDCB,BSCS,261017822.0,2026-05-06,26050424993.0,P,40.0,2026-05-06,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051955080052.0,CNSR,N,N,4112.2,3999.5,145A,926.0,3807897.2,0.0,3807898.0,0.0,95197.45,95197.45,0.0,190395.0,0.0,0.0,0.0,0.0,0.0,,3998293.0,0.0,E,,0.0,,0.0,SB00D98898,Outward Freight Details (4).csv
ADRA,HDCB,BSCS,261017825.0,2026-05-07,26050605853.0,P,41.0,2026-05-06,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051955080058.0,CNSR,N,N,3969.8,3835.6,145A,926.0,3676034.8,0.0,3684585.0,0.0,92114.63,92114.63,0.0,184230.0,0.0,0.0,0.0,0.0,0.0,,3868815.0,0.0,E,DCLA,8550.0,,0.0,SB00D98CEF,Outward Freight Details (4).csv
ADRA,HDCB,BSCS,261017828.0,2026-05-08,26050605899.0,P,42.0,2026-05-07,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051955080076.0,CNSR,N,N,4101.8,3999.5,145A,926.0,3798266.8,0.0,3798267.0,0.0,94956.68,94956.68,0.0,189914.0,0.0,0.0,0.0,0.0,0.0,,3988181.0,0.0,E,,0.0,,0.0,SB00D992C3,Outward Freight Details (4).csv
ADRA,HDCB,BSCS,261017830.0,2026-05-08,26050627004.0,P,43.0,2026-05-08,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051955080080.0,CNSR,N,N,3899.0,3812.3,145A,926.0,3610474.0,0.0,3610474.0,0.0,90261.85,90261.85,0.0,180524.0,0.0,0.0,0.0,0.0,0.0,,3790998.0,0.0,E,,0.0,,0.0,SB00D993D5,Outward Freight Details (4).csv
ADRA,HDCB,BSCS,261017832.0,2026-05-09,26050815858.0,P,44.0,2026-05-08,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051955080084.0,CNSR,N,N,4100.8,4002.0,145A,926.0,3797340.8,0.0,3797341.0,0.0,94933.53,94933.53,0.0,189868.0,0.0,0.0,0.0,0.0,0.0,,3987209.0,0.0,E,,0.0,,0.0,SB00D99A75,Outward Freight Details (4).csv
ADRA,HDCB,BSCS,261017835.0,2026-05-09,26050805204.0,P,45.0,2026-05-09,2991118.0,SAIL,19AAACS7062F6Z6,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051955080088.0,CNSR,N,N,4039.0,3992.3,145A,926.0,3740114.0,0.0,3757514.0,0.0,93937.85,93937.85,0.0,187876.0,0.0,0.0,0.0,0.0,0.0,,3945390.0,0.0,E,DCLA,17400.0,,0.0,SB00D99D54,Outward Freight Details (4).csv
ADRA,HDCB,BSCS,261017840.0,2026-05-10,26050805189.0,P,46.0,2026-05-10,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051955080098.0,CNSR,N,N,4120.2,4057.8,145A,926.0,3815305.2,0.0,3824156.0,0.0,95603.9,95603.9,0.0,191208.0,0.0,0.0,0.0,0.0,0.0,,4015364.0,0.0,E,PCLA,8850.0,,0.0,SB00D9A63D,Outward Freight Details (4).csv
ADRA,HDCB,BSCS,261017845.0,2026-05-12,26051019859.0,P,47.0,2026-05-11,2991120.0,SAIL,19AAACS7062F6Z6,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051955080112.0,CNSR,N,N,3839.4,3747.0,145A,926.0,3555284.4,0.0,3555285.0,0.0,88882.13,88882.13,0.0,177765.0,0.0,0.0,0.0,0.0,0.0,,3733050.0,0.0,E,,0.0,,0.0,SB00D9B098,Outward Freight Details (4).csv
ADRA,HDCB,BSCS,261017848.0,2026-05-13,26051206525.0,P,48.0,2026-05-12,2991118.0,SAIL,19AAACS7062F6Z6,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051955080120.0,CNSR,N,N,3964.6,3874.1,145A,926.0,3671219.6,0.0,3679770.0,0.0,91994.25,91994.25,0.0,183989.0,0.0,0.0,0.0,0.0,0.0,,3863759.0,0.0,E,DCLA,8550.0,,0.0,SB00D9B7EB,Outward Freight Details (4).csv
ADRA,HDCB,BSCS,261017694.0,2026-04-09,26040822895.0,P,9.0,2026-04-09,2991118.0,SAIL,19AAACS7062F6Z6,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041955080074.0,CNSR,N,N,4055.4,4005.0,145A,926.0,3755300.4,0.0,3772701.0,0.0,94317.53,94317.53,0.0,188636.0,0.0,0.0,0.0,0.0,0.0,,3961337.0,0.0,E,DCLA,17400.0,,0.0,SB00D8C5FD,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007639.0,2026-04-09,26040727411.0,P,10.0,2026-04-08,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140334.0,CNSG,N,N,4234.2,4190.6,165,626.9,2654419.98,0.0,3205248.0,160262.4,0.0,0.0,0.0,160263.0,0.0,0.0,0.0,0.0,0.0,,3365511.0,0.0,E,DPO,398184.17,,0.0,SB00D8C336,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007642.0,2026-04-10,26040723150.0,P,11.0,2026-04-09,1421318.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140376.0,CNSG,N,N,3999.9,3967.5,165,626.9,2507537.31,0.0,3027885.0,151394.25,0.0,0.0,0.0,151395.0,0.0,0.0,0.0,0.0,0.0,,3179280.0,0.0,E,DPO,376150.6,,0.0,SB00D8C8C8,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007645.0,2026-04-11,26040905392.0,P,12.0,2026-04-10,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140414.0,CNSG,N,N,4235.2,4191.4,165,626.9,2655046.88,0.0,3206005.0,160300.25,0.0,0.0,0.0,160301.0,0.0,0.0,0.0,0.0,0.0,,3366306.0,0.0,E,DPO,398278.21,,0.0,SB00D8CF73,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007646.0,2026-04-11,26041002692.0,P,13.0,2026-04-10,1421318.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140416.0,CNSG,N,N,4235.2,4183.4,165,626.9,2655046.88,0.0,3206005.0,160300.25,0.0,0.0,0.0,160301.0,0.0,0.0,0.0,0.0,0.0,,3366306.0,0.0,E,DPO,398278.21,,0.0,SB00D8CF77,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007648.0,2026-04-12,26041028760.0,P,14.0,2026-04-11,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140472.0,CNSG,N,N,4229.8,4191.4,165,626.9,2651661.62,0.0,3201917.0,160095.85,0.0,0.0,0.0,160096.0,0.0,0.0,0.0,0.0,0.0,,3362013.0,0.0,E,DPO,397770.39,,0.0,SB00D8D756,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007651.0,2026-04-13,26041122552.0,P,15.0,2026-04-12,1421318.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140516.0,CNSG,N,N,4230.4,4193.8,165,626.9,2652037.76,0.0,3202371.0,160118.55,0.0,0.0,0.0,160119.0,0.0,0.0,0.0,0.0,0.0,,3362490.0,0.0,E,DPO,397826.82,,0.0,SB00D8DDBF,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007658.0,2026-04-15,26041304837.0,P,16.0,2026-04-14,1421318.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140628.0,CNSG,N,N,4230.2,4188.6,165,626.9,2651912.38,0.0,3202220.0,160111.0,0.0,0.0,0.0,160111.0,0.0,0.0,0.0,0.0,0.0,,3362331.0,0.0,E,DPO,397808.01,,0.0,SB00D8ED95,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007661.0,2026-04-17,26041621044.0,P,17.0,2026-04-16,1421318.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140720.0,CNSG,N,N,4228.8,4184.2,165,626.9,2651034.72,0.0,3201160.0,160058.0,0.0,0.0,0.0,160058.0,0.0,0.0,0.0,0.0,0.0,,3361218.0,0.0,E,DPO,397676.35,,0.0,SB00D8FAFA,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007665.0,2026-04-18,26041626702.0,P,18.0,2026-04-17,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140776.0,CNSG,N,N,3996.3,3944.1,165,626.9,2505280.47,0.0,3025160.0,151258.0,0.0,0.0,0.0,151258.0,0.0,0.0,0.0,0.0,0.0,,3176418.0,0.0,E,DPO,375812.05,,0.0,SB00D90479,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007667.0,2026-04-19,26041720716.0,P,19.0,2026-04-18,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140806.0,CNSG,N,N,4229.4,4179.6,165,626.9,2651410.86,0.0,3201614.0,160080.7,0.0,0.0,0.0,160081.0,0.0,0.0,0.0,0.0,0.0,,3361695.0,0.0,E,DPO,397732.78,,0.0,SB00D90867,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007668.0,2026-04-19,26041721991.0,P,20.0,2026-04-18,1421318.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140824.0,CNSG,N,N,4232.2,4163.4,165,626.9,2653166.18,0.0,3203734.0,160186.7,0.0,0.0,0.0,160187.0,0.0,0.0,0.0,0.0,0.0,,3363921.0,0.0,E,DPO,397996.09,,0.0,SB00D90B5B,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007671.0,2026-04-20,26041720895.0,P,21.0,2026-04-20,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140864.0,CNSG,N,N,4229.4,4190.4,165,626.9,2651410.86,0.0,3201614.0,160080.7,0.0,0.0,0.0,160081.0,0.0,0.0,0.0,0.0,0.0,,3361695.0,0.0,E,DPO,397732.78,,0.0,SB00D912A3,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007674.0,2026-04-21,26041721274.0,P,22.0,2026-04-21,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140926.0,CNSG,N,N,3995.3,3964.9,165,626.9,2504653.57,0.0,3024403.0,151220.15,0.0,0.0,0.0,151221.0,0.0,0.0,0.0,0.0,0.0,,3175624.0,0.0,E,DPO,375718.01,,0.0,SB00D91ADB,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007675.0,2026-04-22,26042122425.0,P,23.0,2026-04-21,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140952.0,CNSG,N,N,4229.2,4186.6,165,626.9,2651285.48,0.0,3201463.0,160073.15,0.0,0.0,0.0,160074.0,0.0,0.0,0.0,0.0,0.0,,3361537.0,0.0,E,DPO,397713.97,,0.0,SB00D91E3B,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007677.0,2026-04-22,26042122708.0,P,24.0,2026-04-22,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140980.0,CNSG,N,N,4229.0,4185.6,165,626.9,2651160.1,0.0,3201311.0,160065.55,0.0,0.0,0.0,160066.0,0.0,0.0,0.0,0.0,0.0,,3361377.0,0.0,E,DPO,397695.16,,0.0,SB00D92269,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007678.0,2026-04-23,26042206596.0,P,25.0,2026-04-22,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140996.0,CNSG,N,N,4229.2,4187.2,165,626.9,2651285.48,0.0,3201463.0,160073.15,0.0,0.0,0.0,160074.0,0.0,0.0,0.0,0.0,0.0,,3361537.0,0.0,E,DPO,397713.97,,0.0,SB00D92549,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007680.0,2026-04-23,26042206745.0,P,26.0,2026-04-23,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141036.0,CNSG,N,N,4229.4,4174.2,165,626.9,2651410.86,0.0,3201614.0,160080.7,0.0,0.0,0.0,160081.0,0.0,0.0,0.0,0.0,0.0,,3361695.0,0.0,E,DPO,397732.78,,0.0,SB00D92A41,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007681.0,2026-04-24,26041905742.0,P,27.0,2026-04-23,1421318.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141050.0,CNSG,N,N,4151.1,4103.7,165,626.9,2602324.59,0.0,3142342.0,157117.1,0.0,0.0,0.0,157118.0,0.0,0.0,0.0,0.0,0.0,,3299460.0,0.0,E,DPO,390369.44,,0.0,SB00D92C07,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007683.0,2026-04-24,26042327808.0,P,28.0,2026-04-24,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141094.0,CNSG,N,N,4000.5,3952.5,165,626.9,2507913.45,0.0,3028339.0,151416.95,0.0,0.0,0.0,151417.0,0.0,0.0,0.0,0.0,0.0,,3179756.0,0.0,E,DPO,376207.02,,0.0,SB00D931EC,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007685.0,2026-04-25,26042414371.0,P,29.0,2026-04-24,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141128.0,CNSG,N,N,4234.4,4177.6,165,626.9,2654545.36,0.0,3205399.0,160269.95,0.0,0.0,0.0,160270.0,0.0,0.0,0.0,0.0,0.0,,3365669.0,0.0,E,DPO,398202.98,,0.0,SB00D936AE,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007691.0,2026-04-27,26041905821.0,P,30.0,2026-04-27,1421318.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141236.0,CNSG,N,N,3995.7,3946.9,165,626.9,2504904.33,0.0,3024705.0,151235.25,0.0,0.0,0.0,151236.0,0.0,0.0,0.0,0.0,0.0,,3175941.0,0.0,E,DPO,375755.63,,0.0,SB00D94680,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007698.0,2026-04-30,26042829096.0,P,31.0,2026-04-29,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141360.0,CNSG,N,N,4236.2,4192.2,165,626.9,2655673.78,0.0,3206762.0,160338.1,0.0,0.0,0.0,160339.0,0.0,0.0,0.0,0.0,0.0,,3367101.0,0.0,E,DPO,398372.25,,0.0,SB00D95869,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007701.0,2026-05-01,26043006018.0,P,32.0,2026-05-01,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140024.0,CNSG,N,N,4154.1,4100.5,165,626.9,2604205.29,0.0,3144613.0,157230.65,0.0,0.0,0.0,157231.0,0.0,0.0,0.0,0.0,0.0,,3301844.0,0.0,E,DPO,390651.56,,0.0,SB00D96413,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007703.0,2026-05-02,26043006081.0,P,33.0,2026-05-01,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140056.0,CNSG,N,N,4235.0,4178.2,165,626.9,2654921.5,0.0,3205853.0,160292.65,0.0,0.0,0.0,160293.0,0.0,0.0,0.0,0.0,0.0,,3366146.0,0.0,E,DPO,398259.4,,0.0,SB00D96922,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007710.0,2026-05-04,26043006160.0,P,34.0,2026-05-04,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140196.0,CNSG,N,N,4228.8,4176.6,165,626.9,2651034.72,0.0,3201160.0,160058.0,0.0,0.0,0.0,160058.0,0.0,0.0,0.0,0.0,0.0,,3361218.0,0.0,E,DPO,397676.35,,0.0,SB00D97AC7,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007713.0,2026-05-06,26050305184.0,P,35.0,2026-05-05,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140256.0,CNSG,N,N,4228.2,3907.2,165,626.9,2650658.58,0.0,3200706.0,160035.3,0.0,0.0,0.0,160036.0,0.0,0.0,0.0,0.0,0.0,,3360742.0,0.0,E,DPO,397619.93,,0.0,SB00D983F5,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007719.0,2026-05-07,26050305227.0,P,36.0,2026-05-07,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140352.0,CNSG,N,N,4231.6,4163.2,165,626.9,2652790.04,0.0,3203279.0,160163.95,0.0,0.0,0.0,160164.0,0.0,0.0,0.0,0.0,0.0,,3363443.0,0.0,E,DPO,397939.66,,0.0,SB00D990FD,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007722.0,2026-05-09,26050621055.0,P,37.0,2026-05-08,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140420.0,CNSG,N,N,4229.2,4174.0,165,626.9,2651285.48,0.0,3201463.0,160073.15,0.0,0.0,0.0,160074.0,0.0,0.0,0.0,0.0,0.0,,3361537.0,0.0,E,DPO,397713.97,,0.0,SB00D99AFD,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007723.0,2026-05-09,26042505840.0,P,38.0,2026-05-08,1421318.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140420.0,CNSG,N,N,4229.0,4180.8,165,626.9,2651160.1,0.0,3201311.0,160065.55,0.0,0.0,0.0,160066.0,0.0,0.0,0.0,0.0,0.0,,3361377.0,0.0,E,DPO,397695.16,,0.0,SB00D99B03,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007726.0,2026-05-10,26050826234.0,P,39.0,2026-05-09,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140464.0,CNSG,N,N,4232.4,4184.0,165,626.9,2653291.56,0.0,3203885.0,160194.25,0.0,0.0,0.0,160195.0,0.0,0.0,0.0,0.0,0.0,,3364080.0,0.0,E,DPO,398014.9,,0.0,SB00D9A178,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007728.0,2026-05-10,26050926561.0,P,40.0,2026-05-10,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140494.0,CNSG,N,N,4231.0,4166.8,165,626.9,2652413.9,0.0,3202825.0,160141.25,0.0,0.0,0.0,160142.0,0.0,0.0,0.0,0.0,0.0,,3362967.0,0.0,E,DPO,397883.24,,0.0,SB00D9A549,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007733.0,2026-05-12,26051118901.0,P,41.0,2026-05-11,1421317.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140568.0,CNSG,N,N,4231.0,4187.0,165,626.9,2652413.9,0.0,3202825.0,160141.25,0.0,0.0,0.0,160142.0,0.0,0.0,0.0,0.0,0.0,,3362967.0,0.0,E,DPO,397883.24,,0.0,SB00D9AFFC,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007735.0,2026-05-13,26051226361.0,P,42.0,2026-05-12,1421318.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140618.0,CNSG,N,N,4228.8,4185.6,165,626.9,2651034.72,0.0,3201160.0,160058.0,0.0,0.0,0.0,160058.0,0.0,0.0,0.0,0.0,0.0,,3361218.0,0.0,E,DPO,397676.35,,0.0,SB00D9B6D0,Outward Freight Details (4).csv
ADRA,HLSR,BSCS,261007636.0,2026-04-07,26040703475.0,P,9.0,2026-04-07,1421318.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140256.0,CNSG,N,N,4238.8,4204.4,165,626.9,2657303.72,0.0,3208730.0,160436.5,0.0,0.0,0.0,160437.0,0.0,0.0,0.0,0.0,0.0,,3369167.0,0.0,E,DPO,398616.75,,0.0,SB00D8B77C,Outward Freight Details (4).csv
ADRA,HSLD,BSCS,262000043.0,2026-04-13,26032314948.0,P,1.0,2026-04-11,1421968.0,SAIL,22AAACS7062F1ZO,SAIL,20AAACS7062FAZJ,22AAAGM0289C1ZT,9926042259140102.0,CNSG,N,N,4123.6,3230.1,145,1119.7,4617194.92,0.0,5575273.0,278763.65,0.0,0.0,0.0,278764.0,0.0,0.0,0.0,0.0,0.0,,5854037.0,0.0,E,DPO,692599.86,,0.0,SB00D8DDEB,Outward Freight Details (4).csv
ADRA,HSLD,BSCS,262000045.0,2026-04-18,26041107465.0,P,2.0,2026-04-16,1421968.0,SAIL,22AAACS7062F1ZO,SAIL,20AAACS7062FAZJ,22AAAGM0289C1ZT,9926042259140156.0,CNSG,N,N,3990.0,3620.0,145,1119.7,4467603.0,0.0,5394640.0,269732.0,0.0,0.0,0.0,269732.0,0.0,0.0,0.0,0.0,0.0,,5664372.0,0.0,E,DPO,670160.4,,0.0,SB00D90447,Outward Freight Details (4).csv
ADRA,HSLD,BSCS,262000046.0,2026-04-22,26041109241.0,P,3.0,2026-04-20,1421968.0,SAIL,22AAACS7062F1ZO,SAIL,20AAACS7062FAZJ,22AAAGM0289C1ZT,9926042259140198.0,CNSG,N,N,4043.6,3770.0,145,1119.7,4527618.92,0.0,5467109.0,273355.45,0.0,0.0,0.0,273356.0,0.0,0.0,0.0,0.0,0.0,,5740465.0,0.0,E,DPO,679163.06,,0.0,SB00D92383,Outward Freight Details (4).csv
ADRA,HSLD,BSCS,262000047.0,2026-04-28,26041310607.0,P,4.0,2026-04-26,1421968.0,SAIL,22AAACS7062F1ZO,SAIL,20AAACS7062FAZJ,22AAAGM0289C1ZT,9926042259140248.0,CNSG,N,N,4107.0,3434.6,145,1119.7,4598607.9,0.0,5552829.0,277641.45,0.0,0.0,0.0,277642.0,0.0,0.0,0.0,0.0,0.0,,5830471.0,0.0,E,DPO,689811.72,,0.0,SB00D94A27,Outward Freight Details (4).csv
ADRA,HSLH,BSCS,262000179.0,2026-05-10,26021011665.0,P,1.0,2026-05-10,1421310.0,SAIL,22AAACS7062F1ZO,SAIL,20AAACS7062FAZJ,22AAAGM0289C1ZT,9926052259140100.0,CNSG,N,N,3969.8,3701.3,145,907.3,3601799.54,0.0,4349194.0,217459.7,0.0,0.0,0.0,217460.0,0.0,0.0,0.0,0.0,0.0,,4566654.0,17100.0,E,DPO,540289.78,,0.0,SB00D9A677,Outward Freight Details (4).csv
ADRA,HSPG,BSCS,261020743.0,2026-04-10,26040920179.0,P,14.0,2026-04-10,3312746.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154120448.0,CNSR,N,N,131.7,131.5,165W,559.6,73699.32,1566.88,90795.0,0.0,2269.88,2269.88,0.0,4540.0,0.0,0.0,0.0,0.0,0.0,,95335.0,0.0,E,DPO,11289.93,,0.0,SB00D8C7DE,Outward Freight Details (4).csv
ADRA,HSPG,BSCS,261020744.0,2026-04-10,26040920160.0,P,15.0,2026-04-10,3312746.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154120448.0,CNSR,N,N,134.6,125.2,165W,559.6,75322.16,0.0,90952.0,0.0,2273.8,2273.8,0.0,4548.0,0.0,0.0,0.0,0.0,0.0,,95500.0,0.0,E,DPO,11298.32,,0.0,SB00D8C7DF,Outward Freight Details (4).csv
ADRA,HSPG,BSCS,261020745.0,2026-04-10,26040920151.0,P,16.0,2026-04-10,3312746.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154120450.0,CNSR,N,N,269.4,268.4,165W,559.6,150756.24,0.0,182039.0,0.0,4550.98,4550.98,0.0,9102.0,0.0,0.0,0.0,0.0,0.0,,191141.0,0.0,E,DPO,22613.44,,0.0,SB00D8C7E1,Outward Freight Details (4).csv
ADRA,HSPG,BSCS,261020746.0,2026-04-10,26040920203.0,P,17.0,2026-04-10,3312746.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154120452.0,CNSR,N,N,67.3,64.2,165W,559.6,37661.08,0.0,45476.0,0.0,1136.9,1136.9,0.0,2274.0,0.0,0.0,0.0,0.0,0.0,,47750.0,0.0,E,DPO,5649.16,,0.0,SB00D8C7E2,Outward Freight Details (4).csv
ADRA,HSPG,BSCS,261020747.0,2026-04-10,26040920197.0,P,18.0,2026-04-10,3312746.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154120452.0,CNSR,N,N,67.3,61.2,165W,559.6,37661.08,0.0,45476.0,0.0,1136.9,1136.9,0.0,2274.0,0.0,0.0,0.0,0.0,0.0,,47750.0,0.0,E,DPO,5649.16,,0.0,SB00D8C7E3,Outward Freight Details (4).csv
